"indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long"
26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778
26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","OPVIX",63,343,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556
26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.076388889,-48.936388889
27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778
27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","OPVIX",42,311,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556
27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.671333333,-48.946666667
28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778
28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","OPVIX",26.9,261,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556
28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","TIPTU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-16.128833333,-48.6605
29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778
29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","OPVIX",44.7,232,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","GAXON",9,108,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","KIACA",8.4,108,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.067569444,-47.809391667
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","BR052",8,108,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.058166667,-47.663833333
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","NEDES",25.4,135,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.049096972,-47.525909111
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","BR106",33.5,139,"240",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.213922222,-47.121561111
30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","SAVPU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.462222222,-46.601944444
31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083
31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333
31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","BOBEM",62.9,153,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667
31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","GEPMO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.850555556,-47.127222222
32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083
32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333
32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","BOBEM",92.4,173,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667
32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","ENRUR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-17.508666667,-47.166402778
33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083
33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333
33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","BOBEM",85.3,181,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667
33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","GEBEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-17.489388889,-47.412566667
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","BR104",31.2,292,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.671333333,-48.946666667
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","BR104",47.1,341,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.076388889,-48.936388889
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","BR104",118.6,348,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.029722222,-49.551111111
37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","ESBUX",50.4,355,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","ILKUS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.923055556,-48.198888889
38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","ESBUX",61.9,30,NA,"100",NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","PULUV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.650486111,-47.657291667
39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8
39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","ESBUX",71,63,NA,"100",NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","EPDEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.779994444,-47.005961111
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","BR104",31.2,292,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.671333333,-48.946666667
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","BR104",47.1,341,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.076388889,-48.936388889
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","BR104",118.6,348,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889
42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.029722222,-49.551111111
43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","ESBUX",50.4,355,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","ILKUS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.923055556,-48.198888889
44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","ESBUX",61.9,30,NA,"100",NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","PULUV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.650486111,-47.657291667
45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","ESBUX",71,63,NA,"100",NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333
45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","EPDEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.779994444,-47.005961111
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","PISTA(SBBR)",NA,NA,"42",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","GAXON",17.4,108,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.0775,-47.964833333
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","BR052",8,108,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.058166667,-47.663833333
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","NEDES",25.4,135,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.049096972,-47.525909111
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","BR106",33.5,139,"240",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.213922222,-47.121561111
46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","SAVPU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.462222222,-46.601944444
47,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-2","GEPMO","29L","PISTA(SBBR)",NA,NA,"42",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
47,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-2","GEPMO","29L","GAXON",66.8,156,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.0775,-47.964833333
47,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-2","GEPMO","29L","GEPMO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.850555556,-47.127222222
48,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-3","ENRUR","29L","PISTA(SBBR)",NA,NA,"42",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
48,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-3","ENRUR","29L","GAXON",97.1,174,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.0775,-47.964833333
48,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-3","ENRUR","29L","ENRUR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-17.508666667,-47.166402778
